Loan_ID,Age,Gender,Income,Credit_Score,Loan_Amount,Loan_Term,Default
695,20,Male,43549,780,9737,20,Yes
696,53,Female,97207,692,49910,5,No
697,24,Male,72602,782,5766,7,Yes
698,48,Male,83338,701,45706,20,Yes
699,35,Female,37557,637,13587,15,No
700,36,Male,88388,734,14059,5,Yes
701,51,Male,56750,750,38540,7,Yes
702,54,Female,81857,731,40574,10,No
703,34,Male,41772,650,48199,20,Yes
704,48,Male,50939,675,18220,15,Yes
705,46,Female,85544,605,15214,15,No
706,49,Male,54600,648,40628,5,No
707,50,Male,64689,727,8897,15,No
708,26,Male,57597,769,28711,10,No
709,57,Female,61108,602,39534,10,No
710,18,Female,50498,736,22557,7,Yes
711,58,Male,90624,794,40555,20,No
712,56,Female,98502,627,48671,15,Yes
713,42,Male,50774,601,12217,15,Yes
714,28,Female,39267,630,47214,7,No
715,60,Female,56476,676,47538,10,Yes
716,54,Male,63265,717,48141,5,Yes
717,47,Female,83710,635,46970,20,No
718,23,Male,72222,671,26441,5,Yes
719,32,Female,50454,606,21205,5,Yes
720,49,Male,94225,712,46536,15,No
721,49,Female,87047,625,49873,7,Yes
722,46,Female,88207,619,44651,20,Yes
723,38,Male,32928,726,41493,7,Yes
724,45,Male,70244,750,26966,15,No
725,48,Female,36087,626,10156,5,Yes
726,64,Male,35813,694,16178,15,No
727,33,Female,86670,734,33376,15,No
728,36,Female,92476,709,5193,20,No
729,61,Female,47070,780,32107,7,Yes
730,24,Male,76545,744,44130,10,Yes
731,51,Male,41814,737,21798,15,No
732,25,Female,50803,663,42777,15,Yes
733,59,Male,51086,796,32009,15,No
734,59,Female,54641,659,12924,5,No
735,59,Male,65211,667,46668,10,Yes
736,53,Female,91868,680,37516,15,No
737,65,Male,75415,663,38663,7,Yes
738,25,Male,43378,753,39511,20,Yes
739,44,Female,58432,797,9974,5,No
740,57,Male,95986,765,38326,7,Yes
741,32,Male,70804,769,29985,10,Yes
742,34,Female,98879,744,21869,7,Yes
743,36,Male,60775,717,26694,10,No
744,33,Male,43631,602,44058,10,Yes
745,54,Male,85462,689,23369,20,No
746,46,Male,41945,715,24167,15,Yes
747,43,Female,89918,637,31727,7,Yes
748,48,Female,85385,788,25757,15,Yes
749,58,Male,63185,690,18803,7,Yes
750,50,Female,73524,736,10310,5,Yes
751,24,Female,71723,721,19011,15,Yes
752,37,Female,58235,622,42770,20,No
753,33,Male,57232,615,38378,20,No
754,51,Male,55163,751,32643,5,No
755,54,Male,65640,600,16152,5,Yes
756,24,Female,96117,683,40920,7,Yes
757,40,Female,52389,736,9296,7,Yes
758,24,Female,70700,624,36516,5,No
759,62,Male,37342,790,23971,20,Yes
760,42,Female,73556,774,38625,10,Yes
761,27,Female,68201,744,41285,5,Yes
762,36,Male,64684,605,5012,5,No
763,28,Male,92854,760,17972,7,Yes
764,47,Male,67048,786,40603,7,No
765,53,Male,64498,772,48071,15,No
766,42,Male,42073,691,40434,20,Yes
767,49,Male,96915,755,29075,20,No
768,51,Male,62655,768,43265,7,Yes
769,19,Male,61197,783,29370,5,Yes
770,38,Female,30994,792,15407,20,No
771,50,Male,40206,766,28229,10,Yes
772,60,Male,55308,603,28058,10,Yes
773,29,Male,49196,718,47867,5,Yes
774,26,Male,47284,751,7740,15,No
775,47,Female,38474,795,36440,10,No
776,56,Female,92627,609,27092,7,No
777,45,Male,30399,655,44793,10,Yes
778,43,Female,36076,684,11759,5,Yes
779,50,Female,38770,611,34781,10,Yes
780,41,Female,32442,704,40483,20,No
781,32,Male,87414,621,9074,10,No
782,54,Female,62876,771,14732,20,No
783,24,Female,84182,606,25711,5,No
784,59,Female,92712,730,16667,7,Yes
785,44,Male,96229,610,17678,7,Yes
786,25,Male,73397,756,30044,5,No
787,19,Female,74457,639,10550,7,Yes
788,54,Female,80841,738,43214,10,Yes
789,27,Male,99204,685,39604,7,No
790,57,Male,84038,723,21819,5,Yes
791,65,Male,75354,759,29890,5,Yes
792,58,Male,76987,632,49833,20,No
793,20,Male,48089,600,32263,20,No
794,46,Male,69980,600,8246,20,No
795,61,Female,41702,691,12010,5,No
796,32,Male,37474,787,29777,15,Yes
797,59,Male,61207,655,27367,10,Yes
798,57,Male,40720,716,15253,10,Yes
799,21,Female,96432,622,21744,20,Yes
800,18,Female,92445,685,40119,15,Yes
801,48,Male,77897,669,32779,15,Yes
802,26,Female,95869,663,44983,7,No
803,25,Male,82988,764,20526,7,Yes
804,30,Female,88125,699,38799,10,Yes
805,33,Male,54458,765,22049,10,Yes
806,44,Male,63127,786,32856,7,No
807,37,Female,88898,607,37209,15,No
808,63,Female,31373,621,49797,15,Yes
809,43,Female,73243,798,41309,15,Yes
810,52,Male,96005,610,33050,7,Yes
811,47,Female,73055,767,13609,15,No
812,39,Male,91812,669,8020,5,No
813,36,Female,59506,668,34980,5,No
814,38,Male,97643,671,19279,7,No
815,38,Female,64884,746,14461,5,No
816,31,Male,42678,691,16358,7,Yes
817,58,Male,71482,774,35556,10,No
818,56,Male,88953,694,45476,7,No
819,23,Female,36143,761,28784,7,No
820,60,Male,36300,662,8314,20,No
821,31,Male,38382,711,5460,20,Yes
822,53,Male,94522,785,27330,20,Yes
823,37,Male,42392,701,21119,20,No
824,35,Female,69785,614,17561,5,No
825,44,Female,92598,632,30407,5,Yes
826,42,Male,62797,609,35081,20,Yes
827,22,Female,48153,746,49641,20,No
828,39,Female,76685,764,20497,7,No
829,20,Female,77342,693,43093,20,Yes
830,27,Male,88010,712,48882,5,No
831,58,Female,91853,757,34086,15,No
832,62,Male,61124,647,30410,5,No
833,25,Male,80018,674,24413,15,No
834,28,Female,34571,649,46191,20,No
835,28,Male,34623,602,18165,15,Yes
836,54,Male,33046,609,16269,5,No
837,38,Female,90339,757,38199,7,No
838,62,Male,75889,607,15464,15,Yes
839,31,Male,32730,664,34409,7,Yes
840,40,Female,56779,713,25468,7,No
841,23,Male,65509,783,32055,10,Yes
842,21,Female,30358,758,11945,15,No
843,25,Female,30883,687,15867,20,No
844,25,Female,93925,664,48608,5,Yes
845,64,Male,84592,799,8092,10,No
846,58,Female,53547,714,16000,10,Yes
847,59,Female,31313,661,48828,5,Yes
848,40,Female,43273,775,8271,15,No
849,63,Male,75404,731,27405,10,Yes
850,56,Male,82061,690,5972,20,No
851,49,Male,64497,662,8607,15,Yes
852,31,Female,65212,793,30997,7,Yes
853,49,Male,46427,762,19452,10,No
854,23,Female,60531,612,32174,20,No
855,21,Female,37833,777,14517,7,No
856,26,Male,77790,672,43402,5,No
857,60,Female,80288,654,32364,10,No
858,56,Male,87912,760,13780,10,Yes
859,50,Female,33485,777,13747,10,Yes
860,23,Male,66985,688,12470,5,Yes
861,27,Female,41474,714,48595,15,No
862,21,Female,88534,706,15733,7,No
863,59,Male,57803,755,26972,20,Yes
864,25,Female,43113,658,33384,5,No
865,51,Male,56762,605,12420,15,Yes
866,19,Male,47636,761,39833,15,No
867,24,Male,87089,663,24376,5,No
868,28,Female,90540,787,36417,5,No
869,57,Male,89610,788,6469,7,No
870,63,Female,84487,744,21728,15,No
871,24,Male,31981,661,39788,20,Yes
872,57,Male,94198,797,30382,5,No
873,57,Female,33234,765,14119,5,Yes
874,55,Male,58444,709,30889,7,Yes
875,40,Male,84082,662,22331,5,No
876,29,Male,57472,773,44304,7,Yes
877,43,Female,91375,600,18001,5,Yes
878,22,Male,89903,718,8643,20,Yes
879,26,Male,74975,600,40129,5,No
880,28,Female,91770,681,34754,7,Yes
881,33,Male,57007,602,5892,5,Yes
882,26,Male,33226,612,8664,7,No
883,43,Female,44346,703,38332,7,Yes
884,49,Male,66206,728,15004,5,Yes
885,56,Female,31953,713,24857,10,Yes
886,54,Female,72293,702,27824,15,No
887,27,Female,93982,759,15966,5,Yes
888,57,Female,63813,634,21943,7,Yes
889,56,Male,49023,604,49551,20,Yes
890,54,Female,95884,774,32219,15,Yes
891,48,Male,44538,619,43676,15,No
892,18,Female,62635,737,11585,5,No
893,45,Male,75425,615,13541,20,No
894,40,Female,43815,634,27756,7,No
895,31,Male,75210,696,37246,10,Yes
896,39,Female,95725,682,48669,7,No
897,54,Female,51219,615,28655,20,No
898,63,Male,53551,771,20695,20,No
899,58,Male,48377,746,12143,20,No
900,53,Male,57523,683,15891,7,No
901,59,Male,75817,677,41015,20,Yes
902,40,Female,68890,715,37054,5,No
903,37,Female,78886,707,8782,7,Yes
904,26,Male,47547,709,16467,10,No
905,49,Female,55568,676,27818,15,No
906,26,Female,80612,727,32045,20,No
907,20,Female,41211,759,40335,7,No
908,48,Male,82402,632,49821,10,No
909,61,Male,78940,791,26292,15,No
910,59,Male,46451,687,40997,5,No
911,20,Female,55452,740,26123,15,No
912,32,Female,58590,610,38379,20,Yes
913,25,Male,37920,644,10966,20,Yes
914,42,Female,73928,623,22414,15,Yes
915,53,Male,76000,739,17584,20,No
916,47,Female,32168,790,38723,5,No
917,50,Female,44701,661,15435,15,Yes
918,65,Female,53086,601,30495,15,Yes
919,60,Female,60540,791,47595,20,No
920,37,Male,99340,647,45651,5,Yes
921,34,Male,95885,726,42764,15,No
922,36,Male,60457,605,49406,20,Yes
923,52,Male,80753,651,18869,20,Yes
924,40,Male,98917,630,28025,10,No
925,51,Male,70587,619,47438,15,No
926,31,Female,95892,632,12875,10,Yes
927,35,Female,78966,732,45111,7,No
928,34,Male,49571,737,17342,10,Yes
929,39,Female,35671,794,37044,7,No
930,45,Male,85338,635,48046,15,Yes
931,19,Male,57757,754,33006,10,Yes
932,27,Male,66290,666,43948,15,Yes
933,19,Male,94175,748,5868,7,No
934,52,Male,32723,711,29981,7,Yes
935,21,Female,63206,603,24456,7,Yes
936,55,Male,83439,671,40275,7,No
937,46,Male,48304,741,35628,10,Yes
938,19,Female,97613,720,5124,7,No
939,53,Male,33780,711,15513,15,Yes
940,48,Female,62651,742,39195,7,Yes
941,30,Female,64877,759,23620,5,No
942,62,Male,76799,759,24722,20,No
943,45,Female,54610,675,41502,20,Yes
944,52,Female,43142,763,41121,5,Yes
945,64,Male,49230,773,26377,15,No
946,41,Male,31210,800,16526,10,Yes
947,59,Male,86434,603,13291,20,Yes
948,38,Male,43386,645,34146,20,Yes
949,46,Male,99655,693,41112,10,Yes
950,37,Male,36754,686,18066,20,No
951,38,Male,74031,654,12444,10,Yes
952,63,Female,75100,740,35050,15,No
953,61,Male,90411,769,31451,7,No
954,23,Male,99051,653,16419,7,Yes
955,49,Male,70892,790,27978,15,Yes
956,57,Male,43442,697,42898,15,No
957,18,Male,85311,663,16968,7,Yes
958,61,Female,76327,758,48621,10,Yes
959,30,Male,85726,704,43732,10,No
960,20,Male,94579,662,39128,5,No
961,59,Male,54729,731,33610,7,Yes
962,29,Male,96280,674,29576,7,Yes
963,36,Male,73672,731,21078,7,Yes
964,36,Female,37371,603,9657,15,Yes
965,38,Male,63623,772,48688,7,No
966,24,Female,32837,629,6626,20,Yes
967,31,Female,54012,692,19548,20,No
968,51,Female,35293,634,17128,5,Yes
969,19,Male,35648,692,33781,5,No
970,35,Male,54666,734,32523,15,Yes
971,19,Male,37643,777,46123,5,Yes
972,56,Female,74189,624,5429,15,Yes
973,23,Male,84635,736,23430,10,No
974,20,Male,83748,790,23824,10,No
975,22,Female,51679,750,7120,15,Yes
976,26,Male,55121,771,40107,5,Yes
977,22,Male,82192,618,42848,7,Yes
978,32,Male,45496,613,41426,10,Yes
979,31,Female,88240,698,26000,10,No
980,18,Female,97404,636,39867,20,No
981,58,Male,72542,704,34925,15,Yes
982,33,Female,85154,604,5773,5,Yes
983,53,Male,48496,726,18071,15,Yes
984,56,Female,80031,731,18709,7,Yes
985,20,Male,84503,653,35169,7,Yes
986,19,Female,86212,729,39092,7,Yes
987,24,Female,75687,737,8894,15,Yes
988,22,Male,85853,775,6477,5,Yes
989,51,Male,68390,711,25057,5,No
990,60,Male,40970,650,38900,5,Yes
991,52,Female,51580,603,29828,20,Yes
992,48,Male,98330,658,36831,5,No
993,65,Female,78937,727,10133,20,No
994,47,Female,66195,793,26109,15,No
995,18,Female,87810,690,7817,20,No
996,20,Female,62288,765,37170,5,Yes
997,60,Female,77916,789,7506,20,Yes
998,27,Male,60497,613,9751,5,Yes
999,52,Male,99576,793,15825,15,Yes
1000,61,Male,99128,717,5073,5,Yes
1001,54,Male,95116,795,34064,20,Yes
1002,57,Male,41107,716,48148,20,No
1003,30,Female,79744,778,43867,7,Yes
1004,36,Male,46784,662,23301,5,No
1005,50,Female,50590,783,25456,20,Yes
1006,35,Female,70710,712,27803,7,Yes
1007,27,Male,64977,732,43279,20,Yes
1008,25,Female,33483,735,29937,7,No
1009,32,Female,32332,663,45183,20,No
1010,19,Female,76587,658,23312,15,Yes
1011,40,Female,37851,657,26370,7,No
1012,60,Male,67824,768,46790,7,Yes
1013,30,Male,47446,635,40826,20,No
1014,45,Male,58571,619,6460,15,Yes
1015,42,Female,33911,607,49440,5,Yes
1016,29,Male,30192,652,7014,7,Yes
1017,53,Female,35495,652,31179,20,No
1018,40,Female,68112,715,17082,7,No
1019,27,Female,75119,784,41177,15,No
1020,50,Female,93612,636,46590,7,No
1021,18,Male,76788,742,18428,10,Yes
1022,38,Female,45251,741,46836,15,No
1023,59,Male,83957,621,40454,7,Yes
1024,35,Female,37509,620,18712,7,No
1025,24,Female,86753,708,32109,7,No
1026,31,Female,81725,725,25808,20,Yes
1027,44,Female,47399,779,49860,5,No
1028,64,Female,85592,680,40858,20,Yes
1029,35,Male,87594,640,23328,20,Yes
1030,48,Male,90490,772,20154,10,No
1031,57,Male,68763,625,20564,10,Yes
1032,23,Male,62175,652,22955,7,No
1033,47,Female,99207,746,17728,5,Yes
1034,46,Female,33970,714,8820,15,No
1035,29,Male,63164,783,36836,10,No
1036,54,Male,39521,623,48608,20,Yes
1037,34,Male,90643,682,42761,15,No
1038,44,Male,42094,745,5975,15,No
1039,60,Female,42333,777,18648,5,No
1040,38,Male,70525,666,42101,20,Yes
1041,44,Male,54199,732,20699,20,Yes
1042,25,Female,36443,719,12359,5,Yes
1043,25,Male,30223,699,39685,20,No
1044,26,Female,71515,682,6391,10,Yes
1045,38,Male,74128,673,25223,5,Yes
1046,19,Male,76719,757,30358,7,Yes
1047,18,Female,95848,727,19533,5,No
1048,50,Male,70792,681,41491,20,Yes
1049,30,Male,69043,630,30173,7,Yes
1050,19,Female,54803,702,47335,15,Yes
1051,47,Male,32266,696,37289,20,Yes
1052,59,Male,83635,646,17620,10,No
1053,56,Male,96182,760,14369,15,No
1054,46,Male,51076,615,8403,20,Yes
1055,20,Female,89726,645,37845,15,Yes
1056,45,Male,30435,796,11543,5,No
1057,32,Male,45290,779,23659,7,No
1058,58,Male,65300,774,49014,20,No
1059,63,Female,82571,638,36830,5,Yes
1060,35,Male,88999,751,39436,15,Yes
1061,31,Female,46169,668,22229,5,No
1062,18,Female,79544,798,32907,7,No
1063,57,Female,70063,661,46097,10,Yes
1064,63,Female,94201,748,49014,15,Yes
1065,48,Male,84259,762,20998,5,Yes
1066,55,Female,85104,703,34692,20,No
1067,23,Male,64982,651,9205,20,No
1068,64,Female,42158,639,17064,10,No
1069,39,Female,73066,764,12609,20,No
1070,46,Male,63735,736,45793,5,No
1071,52,Female,55059,667,44105,10,No
1072,40,Female,63706,664,14951,15,Yes
1073,51,Female,57536,768,31907,15,No
1074,51,Male,44765,799,46517,5,Yes
1075,41,Male,42966,669,20835,15,No
1076,34,Male,99031,659,27969,20,Yes
1077,25,Male,45238,732,12458,20,No
1078,35,Female,74289,681,6102,7,Yes
1079,19,Female,64695,609,38589,5,No
1080,23,Male,84594,608,5927,10,No
1081,29,Female,93180,760,38242,5,Yes
1082,60,Female,71035,786,30265,7,No
1083,64,Male,32957,690,44011,20,No
1084,25,Male,69585,702,43789,7,No
1085,40,Male,83410,679,26958,7,No
1086,57,Female,90997,660,8146,10,No
1087,27,Male,69183,688,18038,7,No
1088,44,Male,47523,623,7823,5,No
1089,34,Female,47203,758,17830,20,No
1090,48,Male,98618,621,7911,5,No
1091,35,Female,48475,667,49489,15,No
1092,23,Male,75390,799,6500,7,No
1093,39,Female,35792,755,13785,20,Yes
1094,20,Female,67111,635,17796,10,Yes
1095,27,Female,46620,614,32079,20,No
1096,22,Male,96464,789,7511,15,Yes
1097,22,Male,52581,744,49888,7,No
1098,30,Male,42102,735,13757,10,Yes
1099,27,Female,88673,634,10611,10,No
1100,24,Female,60451,664,30149,7,No
1101,54,Male,98567,705,32485,10,No
1102,36,Male,39654,799,49279,20,Yes
1103,62,Female,71641,666,16715,20,Yes
1104,23,Female,96221,783,20463,15,Yes
1105,62,Male,30830,708,11088,5,No
1106,35,Male,69756,744,22226,5,No
1107,28,Male,36461,742,35790,15,No
1108,28,Male,47163,787,36605,20,Yes
1109,34,Female,77105,766,40638,20,No
1110,50,Male,74945,636,6795,7,No
1111,52,Female,72306,652,49455,7,No
1112,43,Female,39610,747,48454,10,Yes
1113,27,Male,78785,780,37048,7,Yes
1114,21,Male,60989,779,22239,10,No
1115,56,Male,77394,621,12847,7,No
1116,19,Female,62180,609,26616,7,No
1117,27,Female,85350,783,5905,10,Yes
1118,34,Female,41513,626,13030,5,Yes
1119,48,Female,60126,643,24371,10,Yes
1120,47,Female,45898,696,38466,15,Yes
1121,62,Female,36448,657,13330,15,No
1122,62,Female,53783,790,19980,20,No
1123,39,Female,42081,761,36663,10,Yes
1124,58,Male,67055,647,36017,15,Yes
1125,28,Male,90969,800,31021,5,Yes
1126,25,Male,78158,608,22336,15,No
1127,32,Female,70855,708,44249,7,No
1128,63,Male,60120,740,11394,10,No
1129,46,Female,40609,636,7932,20,Yes
1130,37,Female,47447,660,5341,20,No
1131,60,Female,40525,692,24522,5,Yes
1132,39,Female,61608,718,7355,10,Yes
1133,27,Male,34680,641,6202,5,Yes
1134,37,Male,43905,610,9958,10,No
1135,65,Female,34142,681,35502,15,Yes
1136,45,Female,51469,623,19937,10,Yes
1137,62,Male,30466,670,41862,10,Yes
1138,63,Female,49428,758,24072,15,Yes
1139,23,Male,84375,702,12688,7,Yes
1140,57,Male,94598,601,47305,7,Yes
1141,27,Female,72433,664,6439,7,Yes
1142,28,Female,86294,608,30559,5,Yes
1143,51,Female,80070,610,5515,7,Yes
1144,38,Female,75374,798,36227,5,Yes
1145,47,Male,53047,691,13183,15,Yes
1146,34,Male,46456,630,23650,10,Yes
1147,33,Female,49903,721,42343,7,Yes
1148,57,Male,88361,790,14590,15,No
1149,37,Male,55034,757,32840,15,Yes
1150,64,Male,75910,621,18797,7,No
1151,32,Male,62938,662,24543,15,No
1152,26,Male,60600,698,29788,15,No
1153,50,Female,46456,617,7532,20,No
1154,18,Female,54320,715,29075,5,Yes
1155,51,Male,62016,770,16534,5,No
1156,26,Female,34287,638,40508,10,No
1157,34,Female,51688,741,18848,5,Yes
1158,29,Male,41984,670,15805,10,Yes
1159,34,Male,46902,776,12561,5,Yes
1160,57,Male,41457,775,6347,15,Yes
1161,40,Male,35175,750,24766,5,Yes
1162,62,Female,98340,708,33130,15,Yes
1163,53,Female,40532,756,6758,10,Yes
1164,60,Female,80998,712,35990,5,No
1165,22,Female,36247,731,40969,10,Yes
1166,30,Male,91778,690,15367,10,Yes
1167,22,Male,58786,617,15047,20,Yes
1168,26,Male,77819,716,20706,20,No
1169,34,Female,99186,785,27077,20,No
1170,64,Male,54617,789,6073,20,Yes
1171,54,Male,76282,758,29931,10,No
1172,42,Female,73065,630,32517,15,No
1173,46,Male,70079,712,16062,15,No
1174,29,Male,53608,792,47781,20,No
1175,47,Female,34224,765,18865,7,Yes
1176,64,Male,64763,671,39917,5,No
1177,56,Male,38911,740,48970,7,Yes
1178,31,Male,59773,760,35448,20,No
1179,43,Male,61596,672,33257,5,Yes
1180,53,Male,61205,614,30048,20,Yes
1181,47,Female,84423,755,46149,5,Yes
1182,57,Male,56480,625,29681,20,Yes
1183,19,Male,91797,640,8993,20,No
1184,52,Male,60508,769,21247,20,No
1185,25,Female,88193,728,34623,20,No
1186,52,Male,98448,691,6658,7,Yes
1187,64,Male,58977,766,22327,20,No
1188,44,Male,54330,769,40087,20,No
1189,45,Male,57317,637,18331,7,Yes
1190,55,Female,38675,658,28225,10,Yes
1191,41,Male,62928,692,22681,7,Yes
1192,36,Male,63408,714,32535,15,Yes
1193,40,Male,99679,671,19264,7,Yes
1194,29,Male,49141,694,12292,5,Yes
1195,20,Female,55170,601,11828,5,Yes
1196,53,Female,77540,794,25952,7,No
1197,37,Female,44375,700,25000,5,No
1198,51,Male,60190,727,31489,10,Yes
1199,63,Male,75583,719,32552,20,No
1200,19,Male,86547,698,27289,15,Yes
1201,24,Female,90542,664,22777,10,No
1202,36,Male,71593,637,7521,5,No
1203,64,Female,96324,695,8847,15,Yes
1204,62,Male,59328,724,34232,20,No
1205,48,Male,35355,675,35572,10,No
1206,63,Male,51653,674,42783,20,No
1207,53,Male,42989,625,28639,7,Yes
1208,61,Male,42464,789,8025,7,Yes
1209,27,Male,33106,646,43436,7,No
1210,20,Male,67072,753,41907,20,Yes
1211,39,Male,38178,742,33839,20,No
1212,36,Male,61751,798,33523,15,No
1213,56,Female,87405,667,39372,7,No
1214,56,Male,32868,703,5951,7,Yes
1215,45,Male,66508,778,5021,15,Yes
1216,61,Female,47505,756,13345,10,Yes
1217,65,Male,94940,603,43453,7,No
1218,58,Female,88980,703,44780,20,Yes
1219,61,Male,90331,601,16651,15,No
1220,58,Female,90592,711,49102,15,Yes
1221,33,Male,66964,694,14821,7,No
1222,36,Male,93025,673,19487,10,Yes
1223,55,Male,62582,667,34609,15,No
1224,24,Male,43630,757,21413,20,No
1225,40,Female,81586,763,37242,20,No
1226,64,Male,53921,762,28232,5,Yes
1227,35,Male,56472,626,19461,5,Yes
1228,44,Female,79869,790,37505,15,Yes
1229,39,Male,99093,688,35766,7,Yes
1230,60,Female,46726,618,39778,15,No
1231,32,Female,49425,670,49032,7,No
1232,55,Female,89911,789,17568,7,No
1233,61,Female,39342,613,32022,5,Yes
1234,20,Male,61651,728,48911,20,Yes
1235,39,Female,67304,742,28844,5,No
1236,19,Male,83571,650,11447,7,No
1237,42,Male,76599,637,8409,20,Yes
1238,24,Female,57490,650,44497,7,Yes
1239,35,Male,94792,678,45683,20,Yes
1240,26,Male,47414,784,26744,10,Yes
1241,58,Male,68344,786,41670,7,No
1242,63,Male,64210,700,44913,5,No
1243,47,Female,53102,768,28803,15,Yes
1244,51,Female,97127,790,18562,5,No
1245,52,Female,68385,796,6614,10,No
1246,59,Male,48532,654,33242,10,No
1247,38,Female,56993,685,49453,15,Yes
1248,37,Male,96465,636,27694,5,No
1249,35,Female,88793,649,9441,20,No
1250,43,Female,81687,691,43011,15,No
1251,25,Female,81553,706,6354,15,No
1252,60,Female,77082,712,44199,20,Yes
1253,49,Female,78773,785,18587,10,Yes
1254,61,Male,59147,799,46920,7,No
1255,35,Female,84814,666,28448,7,No
1256,23,Male,75255,702,21177,7,No
1257,52,Female,98466,701,13144,5,No
1258,23,Male,60320,606,44288,7,No
1259,35,Male,56659,684,34984,5,Yes
1260,53,Female,44346,681,35998,7,No
1261,57,Female,30753,672,17058,5,No
1262,58,Female,67058,683,16333,10,No
1263,33,Female,89114,755,12243,15,No
1264,39,Female,70501,650,25010,15,No
1265,47,Female,66234,603,31744,10,Yes
1266,53,Male,93831,639,30182,20,Yes
1267,59,Female,40546,645,44199,15,No
1268,26,Male,53983,630,15295,10,Yes
1269,35,Female,49240,614,29084,15,Yes
1270,37,Male,71441,603,27562,5,Yes
1271,50,Female,85497,628,49729,15,Yes
1272,45,Male,47542,604,12531,5,No
1273,32,Female,41162,637,17662,15,No
1274,53,Female,58627,799,26024,15,Yes
1275,37,Female,96736,718,45772,5,No
1276,47,Female,49253,608,32564,20,Yes
1277,60,Female,83990,762,46036,5,No
1278,57,Male,65857,730,44162,15,Yes
1279,44,Male,37613,641,32764,20,Yes
1280,24,Female,75997,690,47059,15,Yes
1281,65,Female,74230,671,45277,15,Yes
1282,33,Female,51597,723,48718,20,No
1283,64,Male,54053,701,37923,15,No
1284,55,Male,73009,667,8952,10,Yes
1285,56,Female,85907,664,29249,15,Yes
1286,53,Female,94128,736,11607,5,No
1287,46,Male,52451,734,22341,10,No
1288,41,Female,72444,692,37026,7,No
1289,44,Male,41465,713,18211,5,No
1290,22,Male,36479,741,11497,20,Yes
1291,23,Female,59313,697,42353,20,Yes
1292,53,Female,41585,670,41500,20,No
1293,48,Female,39885,686,43833,7,No
1294,56,Female,33716,769,44441,7,No
1295,58,Male,61298,771,10913,5,No
1296,33,Female,30904,711,43897,15,No
1297,27,Female,33434,661,29503,20,Yes
1298,43,Male,74279,777,37911,10,Yes
1299,23,Female,88188,787,7179,15,No
1300,20,Male,85554,660,23885,15,No
1301,30,Female,79946,741,30884,10,No
1302,64,Male,85815,722,41291,15,Yes
1303,58,Female,86580,649,5363,20,Yes
1304,53,Female,72179,604,49022,15,No
1305,54,Male,80869,680,24088,20,Yes
1306,56,Male,98868,681,49989,15,No
1307,46,Male,89761,614,24417,15,Yes
1308,42,Male,91651,655,36146,10,No
1309,64,Male,79965,697,46272,20,No
1310,48,Male,80163,731,10734,7,Yes
1311,40,Female,99174,621,48265,5,No
1312,35,Male,75076,798,34402,10,No
1313,65,Male,65386,622,42740,15,No
1314,49,Male,53165,649,48245,7,No
1315,40,Female,35236,608,12810,10,Yes
1316,62,Female,85991,709,12779,10,No
1317,38,Male,70774,726,40191,7,No
1318,37,Female,32072,640,22447,20,Yes
1319,26,Female,80586,664,38336,15,Yes
1320,38,Female,76284,630,41284,5,No
1321,23,Female,30473,712,32612,7,Yes
1322,20,Male,48793,715,41792,15,No
1323,35,Male,78832,647,31140,20,No
1324,42,Female,71250,635,17163,5,Yes
1325,19,Female,40697,762,30240,5,Yes
1326,32,Female,48490,726,42601,10,No
1327,35,Male,51632,684,45792,5,Yes
1328,51,Female,93560,608,31228,20,No
1329,62,Female,44938,635,21583,5,No
1330,62,Male,46953,786,25211,7,Yes
1331,60,Male,66900,723,5579,10,Yes
1332,61,Female,42482,623,23144,5,Yes
1333,38,Male,69181,630,31659,10,No
1334,62,Female,91434,730,17795,7,Yes
1335,39,Female,71638,682,13870,15,No
1336,53,Male,50730,692,9368,20,Yes
1337,53,Male,83300,787,41405,15,No
1338,30,Male,50332,715,10155,10,No
1339,46,Female,87078,732,20061,7,Yes
1340,47,Female,92239,777,38833,15,Yes
1341,61,Male,76188,762,29940,5,Yes
1342,62,Female,51017,712,31671,20,No
1343,41,Male,32970,719,21687,20,Yes
1344,35,Female,77704,605,6996,5,No
1345,65,Male,85278,618,23107,20,No
1346,33,Male,68705,720,20635,7,No
1347,61,Female,93899,769,16937,15,Yes
1348,34,Male,89498,739,9697,10,Yes
1349,50,Male,33916,769,48903,20,Yes
1350,34,Female,93748,707,29522,20,Yes
1351,54,Female,68034,756,47441,20,No
1352,60,Female,51009,645,20421,15,Yes
1353,31,Male,54518,770,32550,15,Yes
1354,61,Female,64946,735,7451,15,Yes
1355,28,Female,41711,789,42654,20,No
1356,53,Female,38610,712,44296,20,No
1357,56,Male,59116,781,16334,10,No
1358,51,Female,67659,714,32877,10,No
1359,23,Female,44608,607,38178,10,No
1360,45,Female,62879,788,49104,10,No
1361,29,Male,81168,642,13089,5,No
1362,39,Male,59249,615,12664,15,No
1363,49,Male,79668,614,26268,10,No
1364,57,Female,89431,606,17316,7,No
1365,39,Male,49078,701,29977,15,No
1366,47,Female,56867,724,13446,7,No
1367,21,Male,35485,630,40099,20,No
1368,28,Male,96584,715,26248,7,Yes
1369,53,Male,40651,792,6036,10,Yes
1370,19,Male,68429,748,20701,7,Yes
1371,31,Female,48739,651,19628,7,Yes
1372,18,Male,55711,699,15307,20,No
